RCD,Effect,Exp_organism,Confidence,PMID,Remark,Latest_update,Data_source
Ferroptosis,Ferroptosis :+: Diabetes mellitus myocardial ischemia/reperfusion injury,Rat,,31809190,_NA_,01/07/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Acute myocardial infarction,Mice,,31740582,_NA_,01/07/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Nonalcoholic steatohepatitis,Mice,,31610178,_NA_,01/10/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Sarcopenia,Mice,,33390840,_NA_,01/19/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Cisplatin-induced hearing loss,Mice,,34302894,_NA_,01/26/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Age-related cataracts,"Human, mice",,33722625,_NA_,01/26/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Pulmonary fibrosis,Mice,,34175430,_NA_,02/10/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Diabetic renal tubular injury,Mice,,33679620,_NA_,02/12/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Amyotrophic lateral sclerosis,"Human, mice",,34145375,_NA_,02/21/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Intestinal barrier injury,Rat,,34257815,_NA_,02/23/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Endometrial hyperplasia,Mice,,33771639,_NA_,03/15/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Fatty liver,gibel carp,,33952209,Bioinformatics methods are used.,03/22/2022,FerrDb team
Ferroptosis,Ferroptosis :-: Prostate cancer,Human,,33483372,_NA_,03/30/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Diabetic atherosclerosis,Mice,,34508760,_NA_,03/30/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Autosomal dominant polycystic kidney disease,Mice,,34716241,_NA_,03/31/2022,FerrDb team
Ferroptosis,Ferroptosis :-: Obesity,Mice,,34441564,_NA_,04/25/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Psoriatic inflammation,"Human, mice",,34707088,_NA_,04/25/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Hyperoxic lung injury,Rat,,34703276,_NA_,04/25/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Experimental autoimmune hepatitis,Mice,,34966478,_NA_,05/05/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Alzheimer's disease,Mice,,33398092,_NA_,05/12/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Multiorgan dysfunction syndrome,Mice,,35210435,_NA_,09/03/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Acute liver injury,Mice,,35347117,_NA_,09/21/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Aortic dissection,"Human, mice",,35844806,_NA_,09/29/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Sepsis-associated encephalopathy,Mice,,35066511,_NA_,09/29/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Multiple sclerosis,Mice,,35676325,_NA_,09/29/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Deep vein thrombosis,Rat,,35717798,_NA_,09/29/2022,FerrDb team
Ferroptosis,Ferroptosis :-: Ocular defects,Zebrafish,,35563172,_NA_,09/29/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Intestinal injuries,Mice,,35091109,_NA_,09/29/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Hypoxic-ischemic brain damage,Rat,,35182697,_NA_,10/04/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Alzheimer's disease,Mice,,34998934,_NA_,10/04/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Brain injury,Carp,,34905050,_NA_,10/12/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Neurological sequelae in patients with cerebral malaria,Mice,,35725567,_NA_,10/18/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Traumatic brain injury,Mice,,35728282,_NA_,10/18/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Triptolide-induced cardiotoxicity,Human,,35757509,_NA_,10/21/2022,FerrDb team
Ferroptosis,Ferroptosis :-: Colorectal cancer,Human,,35993016,_NA_,10/21/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Acute respiratory distress syndrome,Mice,,35222419,_NA_,11/20/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Acute-on-chronic liver failure,Mice,,35480867,_NA_,11/21/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Rhabdomyolysis,Mice,,35243801,_NA_,11/25/2022,FerrDb team
Ferroptosis,Ferroptosis :+: White matter injury,Mice,,35318305,_NA_,11/25/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Experimental autoimmune prostatitis,Rat,,35755168,_NA_,11/30/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Renal interstitial inflammatio,Mice,,35224007,_NA_,12/11/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Kidney fibrosis,Mice,,35224007,_NA_,12/11/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Diabetic cardiomyopathy,Mice,,35256941,_NA_,12/14/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Osteoporosis,Mice,,35638167,_NA_,12/14/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Diabetes-associated cognitive dysfunction,Mice,,35350885,_NA_,12/14/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Cognitive deficits,Mice,,35935755,_NA_,12/18/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Systematic lupus erythematosus,Mice,,35619279,_NA_,12/18/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Pulmonary fibrosis,Mice,,35237410,_NA_,12/18/2022,FerrDb team
Ferroptosis,Ferroptosis :+: Acute liver injury,Mice,,35496274,_NA_,01/05/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Otitis media,Mice,,35449198,_NA_,01/05/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Pancreatic β cells dysfunction,"Mice, rat",,35761309,_NA_,01/06/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Cervical squamous cell carcinoma,Human,,35422066,_NA_,01/11/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Diabetic osteoporosis,Mice,,35260560,_NA_,01/11/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Radiation-induced lung injury,Mice,,35220409,_NA_,02/21/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Pulmonary Fibrosis,"Human, mice",,35058772,_NA_,03/08/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Cerebral ischemia-reperfusion injury,Rat,,36456793,_NA_,04/12/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Tubular injury,"Human, mice",,36566913,_NA_,04/12/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Viral Encephalitis,"Human, mice",,36507835,_NA_,04/19/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Ulcerative colitis,"Rat, mice",,36509196,_NA_,07/12/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Ulcerative colitis,"Rat, mice",,36509196,_NA_,07/21/2023,FerrDb team
Ferroptosis,Ferroptosis :-: Hepatocellular carcinoma,Mice,,36442849,_NA_,07/21/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Sepsis-associated encephalopathy,Mice,,36401983,_NA_,07/25/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Acute pancreatitis,Mice,,36670963,_NA_,08/08/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Chronic intermittent hypoxia-induced lung injury,Rat,,36572881,_NA_,08/08/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Pancreatic injury after acute liver failure,Mice,,36543135,_NA_,08/08/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Pulmonary fibrosis,Mice,,36566325,_NA_,08/04/2023,FerrDb team
Ferroptosis,Ferroptosis :-: Glioma,Mice,,36484954,_NA_,08/18/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Endometriosis,Human,,36547083,_NA_,07/21/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Diabetic tubulopathy,Rat,,36440653,_NA_,10/17/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Hyperoxia-induced acute lung injury,Mice,,36411467,_NA_,10/20/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Liver fibrogenesis,"Human, mice",,36370962,_NA_,10/20/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Hypoxic-ischemic brain injury,Rat,,36184790,_NA_,10/07/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Oligospermia,Mice,,36309297,_NA_,10/24/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Multiple sclerosis,Mice,,36385152,_NA_,10/24/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Myocardial infarction,Rat,,36174419,_NA_,11/03/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Sepsis-induced acute kidney injury,Mice,,36067654,_NA_,11/03/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Primary ovarian insufficiency,"Human, mice",,36198708,_NA_,11/17/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Nonalcoholic steatohepatitis,Mice,,36285301,_NA_,11/15/2023,FerrDb team
Ferroptosis,Ferroptosis :+: Repetitive mild traumatic brain injury,Mice,,35836233,_NA_,01/05/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Pancreatic cancer,Mice,,37910602,_NA_,02/23/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Nonalcoholic fatty liver diseases,Mice,,37863053,_NA_,02/23/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Alcoholic fatty liver diseases,Mice,,37863053,_NA_,02/23/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Septic liver injury,Mice,,36933519,_NA_,02/28/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Osteoarthritis,Rat,,37879209,_NA_,03/05/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Cardiomyocyte injury,Mice,,37705752,_NA_,03/05/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Hepatocellular carcinoma,"Human, mice",,38056309,_NA_,03/15/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Tendinopathy,Mice,,37503658,_NA_,03/21/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Spinal neurotoxicity,Rat,,37244447,_NA_,03/21/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Cardiac dysfunction,Mice,,37801989,_NA_,03/28/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Bladder cancer,"Human, mice",,38062004,_NA_,03/29/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Cerebral ischemic injury,"Mice, rat",Validated,38123006,_NA_,04/12/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Thyroid cancer malignancy,"Human, mice",Validated,37860888,_NA_,04/12/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Non-small cell lung carcinoma,Human,Deduced,37633973,_NA_,04/12/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Ischemic stroke,Mice,Validated,37300304,_NA_,04/12/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Colorectal cancer,"Human, mice",Validated,37671945,_NA_,04/09/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Intrahepatic cholangiocarcinoma,"Human, mice",Validated,38124152,_NA_,04/09/2024,FerrDb team
Ferroptosis,Ferroptosis :+: JEV-induced neuronal damage and neuroinflammation,"Human, mice, hamster",Validated,38104890,_NA_,04/11/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Colon cancer,"Human, mice",Validated,37517591,_NA_,04/11/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Colorectal cancer,"Human, mice",Validated,38049865,_NA_,04/11/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Sepsis-associated encephalopathy,Mice,Deduced,37341832,_NA_,04/11/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Glioma,Mice,Validated,38049396,_NA_,04/17/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Hepatocellular carcinoma,"Human, mice",Validated,38134213,_NA_,04/17/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Heatstroke-induced acute lung injury,"Human, mice",Validated,37695738,_NA_,04/18/2024,FerrDb team
Ferroptosis,Ferroptosis :-:  Triple-negative breast cancer,"Human, mice",Validated,37481196,_NA_,04/18/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Colorectal cancer,"Human, mice",Validated,37661645,_NA_,04/24/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Glioma,"Human, mice",Validated,37503932,_NA_,04/24/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Colorectal cancer,Human,Deduced,37229918,_NA_,04/24/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Non-small cell lung cancer,"Human, mice",Validated,37957645,_NA_,04/24/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Papillary thyroid carcinoma,Human,Deduced,37070544,_NA_,04/19/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Ovarian carcinoma,Human,Deduced,37691145,_NA_,04/19/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Renal carcinoma,Human,Deduced,37691145,_NA_,04/19/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Prostate cancer,Human,Deduced,37698736,_NA_,04/19/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Cardiomyocyte death,Mice,Validated,37738327,_NA_,04/19/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Endometrial cancer,Human,Validated,38042059,_NA_,04/19/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Traumatic brain injury,Mice,Validated,37105419,_NA_,04/19/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Sepsis-induced myocardial injury,Rat,Deduced,36645573,_NA_,04/26/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Ischemia/reperfusion (I/R) injury,"Mice, rat",Deduced,37343689,_NA_,04/26/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Lung cancer,"Human, mice",Validated,37236507,_NA_,05/08/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Clear cell renal cell carcinoma,"Human, mice",Validated,37604811,_NA_,05/08/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Osteosarcoma,"Human, mice",Validated,37711054,_NA_,05/08/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Nonalcoholic steatohepatitis,"Human, mice",Validated,37422643,_NA_,05/10/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Neuronal injury,Rat,Validated,36647717,_NA_,05/10/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Testicular dysfunction,Mice,Validated,38123054,_NA_,05/14/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Ovarian cancer,"Human, mice",Validated,37940066,_NA_,05/15/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Anaplastic thyroid cancer,"Human, mice",Validated,37283515,_NA_,05/15/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Chronic obstructive pulmonary disease,"Human, mice",Validated,37710216,_NA_,05/24/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Frucose-induced renal injury,"Human, mice",Validated,36828294,_NA_,05/24/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Triple-negative breast cancer,"Human, mice",Validated,37301139,_NA_,05/24/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Periodontal Injury,Mice,Validated,37372983,_NA_,05/24/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Glioblastoma,"Human, mice",Validated,36878845,_NA_,05/30/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Esophageal squamous cell carcinoma,"Human, mice",Validated,38092323,_NA_,05/30/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Colon cancer,"Human, mice",Validated,37717793,_NA_,05/30/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Gastric cancer,"Human, mice",Validated,37528314,_NA_,05/31/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Diabetic cognitive dysfunction,"Mice, rat",Validated,37036428,_NA_,05/31/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Cerebral Ischemia/Reperfusion Injury,Mice,Validated,37110816,_NA_,05/31/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Apical periodontitis,Human,Deduced,37619958,_NA_,06/07/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Uremia,Mice,Validated,37364609,_NA_,06/07/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Colorectal cancer,"Human, mice",Validated,37217090,_NA_,06/07/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Diabetic cardiomyopathy,Human,Deduced,37430319,_NA_,06/07/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Brain injury,Mice,Validated,37651502,_NA_,06/14/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Hepatocellular carcinoma,"Human, mice",Validated,36893885,_NA_,06/14/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Colorectal cancer,"Human, mice",Validated,37666806,_NA_,06/14/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Brain inflammation,Chickens,Deduced,37209896,_NA_,06/14/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Osteosarcoma,"Human, mice",Validated,37461104,_NA_,06/21/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Cognitive impairment,Mice,Validated,37479016,_NA_,06/21/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Colitis,"Human, mice",Validated,37501933,_NA_,06/21/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Castration-resistant prostate cancer,"Human, mice",Validated,37355053,_NA_,06/28/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Intervertebral disc degeneration,"Human, mice",Validated,37099926,_NA_,06/28/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Diffuse gastric cancer,"Human, mice",Validated,36717701,_NA_,07/28/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Sepsis-induced acute lung injury,"Human, mice",Validated,37715457,_NA_,07/28/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Melanoma,"Human, mice",Validated,36889082,_NA_,07/28/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Benign prostatic hyperplasia,"Human, rat",Validated,37633909,_NA_,07/28/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Laryngeal squamous cell carcinoma,Human,Deduced,37536262,_NA_,08/03/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Non-alcoholic fatty liver disease,Zebrafish,Validated,37714372,_NA_,08/03/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Myocardial ischemia/reperfusion injury,"Human, mice",Validated,37370086,_NA_,08/03/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Inflammatory bowel disease,"Human, mice",Validated,37303049,_NA_,08/03/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Liver injury and cirrhosis,Mice,Validated,36934969,_NA_,08/03/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Severe acute pancreatitis,"Mice, rat",Validated,37865653,_NA_,08/03/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Gallbladder cancer,"Human, mice",Validated,37156453,_NA_,08/30/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Hepatocellular carcinoma,"Human, mice",Validated,37891677,_NA_,09/09/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Esophageal squamous cell carcinoma,"Human, mice",Validated,36764215,_NA_,09/13/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Glioblastoma,"Human, mice",Validated,37979586,_NA_,09/13/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Osteoarthritis,"Human, rat",Validated,37932746,_NA_,09/05/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Nonalcoholic Fatty Liver Disease,Human,Deduced,37553313,_NA_,09/05/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Pulmonary fibrosis,Mice,Validated,37451346,_NA_,09/13/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Head and neck squamous cell carcinoma,Human,Deduced,36899869,_NA_,09/13/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Chronic kidney disease,"Human, mice",Validated,37288660,_NA_,09/13/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Colorectal cancer,"Human, mice",Validated,37147883,_NA_,09/13/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Myocardial ischemia-reperfusion injury ,Rat,Validated,38012584,_NA_,09/20/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Acute lung injury,"Human, mice",Validated,38147776,_NA_,09/20/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Spinal cord ischemia–reperfusion injury,"Human, rat",Validated,37591122,_NA_,09/20/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Triple-negative breast cancer,Human,Deduced,36724820,_NA_,09/20/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Renal cell carcinoma,"Human, mice",Validated,36906674,_NA_,09/20/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Rheumatoid arthritis,Human,Deduced,36882816,_NA_,09/24/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Prostate cancer,"Human, mice",Validated,36806086,_NA_,09/24/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Myocardial ischemia/reperfusion injury,"Mice, rat",Validated,37155368,_NA_,09/25/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Gastric cancer,Human,Deduced,37128782,_NA_,09/25/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Pancreatic ductal adenocarcinoma,"Human, mice",Validated,37479744,_NA_,09/27/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Glioma,"Human, mice",Validated,37872147,_NA_,09/27/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Ulcerative colitis,Mice,Validated,38039694,_NA_,09/27/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Liver cancer,Mice,Validated,37253718,_NA_,09/27/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Cardiac Fibrosis,Mice,Validated,37408261,_NA_,09/27/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Colorectal cancer,"Human, mice",Validated,37013514,_NA_,09/27/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Spinal cord injury,Rat,Validated,37257587,_NA_,09/27/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Diffuse large B-cell lymphoma,"Human, mice",Validated,37690092,_NA_,09/27/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Ultraviolet light-induced skin injury,Mice,Validated,38100056,_NA_,09/29/2024,FerrDb team
Ferroptosis,Ferroptosis :+: Heart failure,"Human, mice",Validated,38070140,_NA_,09/29/2024,FerrDb team
Ferroptosis,Ferroptosis :-: Renal cell carcinoma,"Human, mice",Validated,36923928,_NA_,10/09/2024,FerrDb team
